"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"2924","Pepperdine University","www.pepperdine.edu/","seaver.pepperdine.edu/admission/financial-aid/undergraduate/npc/",21,4,2,0.3845,"Mid-sized","Bachelor Degree",0.4284,0.5716,3,3514,605,625,-118.707677,34.041912,25000,615,"CA",NA,"Malibu",63482,"West","Suburban"
"2925","University of San Diego","www.sandiego.edu","www.sandiego.edu/admissions/undergraduate/tuition_aid/affording_usd.php",11,4,2,0.4259,"Mid-sized","Bachelor Degree",0.4472,0.5528,3,5551,600,620,-117.188721,32.77142,19688,NA,"CA",NA,"San Diego",59234,"West","Urban"
"2926","Pacific Union College","www.puc.edu","www.puc.edu/campus-services/student-finance/net-price-calculator",41,4,2,0.4727,"Small","Bachelor Degree",0.4455,0.5545,3,1508,515,500,-122.449639,38.57409,27178.5,500,"CA",NA,"Angwin",40496,"West","Rural"
"2927","Point Loma Nazarene University","www.pointloma.edu","www.pointloma.edu/NPC",11,4,2,0.5594,"Mid-sized","Bachelor Degree",0.3784,0.6216,3,2763,575,580,-117.251204,32.713295,23250,570,"CA",NA,"San Diego",45457,"West","Urban"
"2928","San Diego Mesa College","www.sdmesa.edu/","https://webprod.cccco.edu/npc/072/npcalc.htm",11,2,1,NA,"Large","Associate Degree",0.4803,0.5197,2,20807,NA,NA,-117.169072,32.804935,4500,NA,"CA",0.2138,"San Diego",12347,"West","Urban"
"2929","American Jewish University","www.aju.edu","www.aju.edu/npcalc.htm",11,4,2,0.9643,"Small","Bachelor Degree",0.5238,0.4762,3,73,505,535,-118.471764,34.128099,23367,530,"CA",NA,"Los Angeles",47081,"West","Urban"
"2930","Reedley College","www.reedleycollege.edu","https://webprod.cccco.edu/npc/572/npcalc.htm",32,2,1,NA,"Large","Associate Degree",0.4297,0.5703,2,7858,NA,NA,-119.45993,36.605968,3500,NA,"CA",0.2152,"Reedley",9339,"West","Suburban"
"2931","Colorado Mesa University","www.coloradomesa.edu","www.coloradomesa.edu/financial-aid/financial-aid-calculator.html",13,4,1,0.8235,"Large","Bachelor Degree",0.4622,0.5378,3,8625,480,480,-108.540281,39.076354,19480,NA,"CO",NA,"Grand Junction",18707,"Midwest","Urban"
"2932","University of Colorado Colorado Springs","www.uccs.edu","www.uccs.edu/ir/standard-reports/net-price-calculators.html",11,4,1,0.596,"Large","Bachelor Degree",0.4608,0.5392,3,9514,538,545,-104.800296,38.892735,19500,515,"CO",NA,"Colorado Springs",18875,"Midwest","Urban"
"2933","Fort Lewis College","fortlewis.edu/","www.fortlewis.edu/home/Cost.aspx",32,3,1,0.885,"Mid-sized","Bachelor Degree",0.5122,0.4878,3,3559,536,526,-107.867003,37.275428,19425.5,520,"CO",NA,"Durango",22780,"Midwest","Suburban"
"2934","Community College of Aurora","www.ccaurora.edu","www.ccaurora.edu/net-price-calculator/index.htm",11,2,1,NA,"Mid-sized","Certificate Degree",0.4199,0.5801,1,4856,NA,NA,-104.801861,39.717767,9500,NA,"CO",0.1488,"Aurora",14833,"Midwest","Urban"
"2935","The Art Institute of Colorado","www.artinstitutes.edu/denver/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,3,3,0.696,"Small","Bachelor Degree",0.5203,0.4797,3,1145,NA,NA,-104.985847,39.735587,28839.5,NA,"CO",NA,"Denver",30794,"Midwest","Urban"
"2936","University of Denver","www.du.edu","https://www.du.edu/financialaid/undergraduate/calculator/index.html",11,4,2,0.6764,"Mid-sized","Bachelor Degree",0.4373,0.5627,3,5758,595,610,-104.964625,39.695954,23104,585,"CO",NA,"Denver",56992,"Midwest","Urban"
"2937","Colorado School of Mines","www.mines.edu","inside.mines.edu/npc/npcalc.htm",21,4,1,0.4455,"Mid-sized","Bachelor Degree",0.7346,0.2654,3,4532,623,670,-105.227148,39.75079,24000.5,585,"CO",NA,"Golden",30990,"Midwest","Suburban"
"2938","Lamar Community College","https://www.lamarcc.edu","https://www.lamarcc.edu/admission/paying-for-college/net-price-calculator/",33,2,1,NA,"Small","Associate Degree",0.4806,0.5194,2,475,NA,NA,-102.615612,38.058067,12031,NA,"CO",0.3242,"Lamar",15861,"Midwest","Rural"
"2939","University of Colorado Denver/Anschutz Medical Campus","www.ucdenver.edu/","www.ucdenver.edu/student-services/resources/CostsAndFinancing/FASO/Learn/Pages/Net-Price-Calculator.aspx",11,4,1,0.7408,"Large","Bachelor Degree",0.4729,0.5271,3,10855,535,555,-104.999181,39.74603,20050,NA,"CO",NA,"Denver",19389,"Midwest","Urban"
"2940","Sierra College","www.sierracollege.edu","https://webprod.cccco.edu/npc/271/npcalc.htm",21,2,1,NA,"Large","Associate Degree",0.4599,0.5401,2,16911,NA,NA,-121.212646,38.792758,NA,NA,"CA",0.2703,"Rocklin",12935,"West","Suburban"
"2941","Ventura College","www.venturacollege.edu/","www.venturacollege.edu/departments/student_services/financial_aid/index.shtml",12,2,1,NA,"Large","Associate Degree",0.4507,0.5493,2,11735,NA,NA,-119.230659,34.277035,9500,NA,"CA",0.2537,"Ventura",8890,"West","Urban"
"2942","Colorado Christian University","WWW.CCU.EDU","www.ccu.edu/finaid/calculator/",12,4,2,0.8343,"Mid-sized","Bachelor Degree",0.3359,0.6641,3,3885,NA,NA,-105.094836,39.711701,23000,NA,"CO",NA,"Lakewood",40647,"Midwest","Urban"
"2943","West Los Angeles College","www.wlac.edu","https://webprod.cccco.edu/npc/749/npcalc.htm",21,2,1,NA,"Large","Associate Degree",0.3842,0.6158,2,9892,NA,NA,-118.387578,34.005578,10400,NA,"CA",0.1292,"Culver City",12563,"West","Suburban"
"2944","Berkeley City College","www.berkeleycitycollege.edu/wp/","https://webprod.cccco.edu/npc/345/npcalc.htm",12,2,1,NA,"Large","Certificate Degree",0.4334,0.5666,1,6539,NA,NA,-122.269793,37.87047,NA,NA,"CA",0.1729,"Berkeley",13296,"West","Urban"
"2945","Whittier College","www.whittier.edu","www.whittier.edu/financialaid/npc",21,4,2,0.6359,"Small","Bachelor Degree",0.4757,0.5243,3,1643,520,534,-118.028402,33.977625,25500,525,"CA",NA,"Whittier",52570,"West","Suburban"
"2946","Woodbury University","woodbury.edu/","npc.collegeboard.org/student/app/woodburyim",11,4,2,0.7613,"Small","Bachelor Degree",0.5,0.5,3,1245,480,480,-118.340692,34.209226,29250,NA,"CA",NA,"Burbank",46605,"West","Urban"
"2947","Bel-Rea Institute of Animal Technology","www.bel-rea.com","www.bel-rea.com/?q=degreeProgram",11,2,3,0.85,"Small","Associate Degree",0.1217,0.8783,2,445,NA,NA,-104.875292,39.686066,27162,NA,"CO",0.5728,"Denver",23614,"Midwest","Urban"
"2948","National University","www.nu.edu","www.nu.edu/npcalc/npcalc.htm",11,4,2,NA,"Large","Bachelor Degree",0.4166,0.5834,3,8555,NA,NA,-117.244243,32.909469,25000,NA,"CA",NA,"La Jolla",26853,"West","Urban"
"2949","ITT Technical Institute-San Dimas","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.937,"Small","Associate Degree",0.8337,0.1663,2,420,NA,NA,-117.818401,34.102405,18666,NA,"CA",NA,"San Dimas",27809,"West","Suburban"
"2950","ITT Technical Institute-Orange","www.itt-tech.edu","www.itt-tech.edu/npc",12,3,3,0.8964,"Small","Associate Degree",0.8099,0.1901,2,666,NA,NA,-117.896171,33.77999,18666,NA,"CA",NA,"Orange",27388,"West","Urban"
"2951","La Sierra University","https://lasierra.edu","https://llasierra.edu/sfs/scholarships/",11,4,2,0.4847,"Mid-sized","Bachelor Degree",0.4283,0.5717,3,2020,470,475,-117.497071,33.908834,23918.5,460,"CA",NA,"Riverside",41754,"West","Urban"
"2952","Argosy University-The Art Institute of California-San Diego","www.artinstitutes.edu/san-diego/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,3,3,0.9147,"Small","Bachelor Degree",0.5541,0.4459,3,1382,NA,NA,-117.155395,32.778278,9500,NA,"CA",NA,"San Diego",33249,"West","Urban"
"2953","Los Angeles Harbor College","www.lahc.edu","https://webprod.cccco.edu/npc/742/npcalc.htm",11,2,1,NA,"Large","Associate Degree",0.4179,0.5821,2,8737,NA,NA,-118.28186,33.784201,4500,NA,"CA",0.1325,"Wilmington",15606,"West","Urban"
"2954","Monterey Peninsula College","www.mpc.edu","www.mpc.edu/financial-aid/getting-started/net-price-calculator",22,2,1,NA,"Large","Associate Degree",0.5489,0.4511,2,7646,NA,NA,-121.885774,36.590826,10000,NA,"CA",0.2137,"Monterey",11819,"West","Suburban"
"2955","Mission College","www.missioncollege.edu/","https://webprod.cccco.edu/npc/492/npcalc.htm",12,2,1,NA,"Large","Associate Degree",0.4463,0.5537,2,6900,NA,NA,-121.982174,37.391323,6000,NA,"CA",0.2524,"Santa Clara",14449,"West","Urban"
"2956","Napa Valley College","www.napavalley.edu","https://webprod.cccco.edu/npc/241/npcalc.htm",13,2,1,NA,"Mid-sized","Associate Degree",0.4474,0.5526,2,5700,NA,NA,-122.272565,38.27254,14000,NA,"CA",0.3412,"Napa",16165,"West","Urban"
"2957","Red Rocks Community College","www.rrcc.edu","www.rrcc.edu/net_price_calculator/npcalc.htm",12,2,1,NA,"Large","Certificate Degree",0.4984,0.5016,1,6518,NA,NA,-105.150094,39.720277,9500,NA,"CO",0.2394,"Lakewood",13441,"Midwest","Urban"
"2958","Pueblo Community College","www.pueblocc.edu","www.pueblocc.edu/NetPriceCalculator/index.htm",12,2,1,NA,"Mid-sized","Certificate Degree",0.3841,0.6159,1,4181,NA,NA,-104.636396,38.263458,10700,NA,"CO",0.2875,"Pueblo",15534,"Midwest","Urban"
"2959","Eastern Connecticut State University","www.easternct.edu/","https://easternct.studentaidcalculator.com/survey.aspx",31,4,1,0.6741,"Mid-sized","Bachelor Degree",0.4577,0.5423,3,4767,505,510,-72.218753,41.721673,22000,NA,"CT",NA,"Willimantic",23149,"Northeast","Suburban"
"2960","Housatonic Community College","www.hcc.commnet.edu","www.hcc.commnet.edu",12,2,1,NA,"Mid-sized","Associate Degree",0.3795,0.6205,2,4974,NA,NA,-73.191003,41.175228,5200,NA,"CT",0.0805,"Bridgeport",9809,"Northeast","Urban"
"2961","Capital Community College","www.ccc.commnet.edu","www.ccc.commnet.edu/financialAid.htm",12,2,1,NA,"Mid-sized","Associate Degree",0.2866,0.7134,2,3110,NA,NA,-72.672734,41.768397,9000,NA,"CT",0.0769,"Hartford",15193,"Northeast","Urban"
"2962","Lincoln College of New England-Southington","www.lincolncollegene.edu","www.lincolnedu.com/net-price-calculator",21,3,3,NA,"Small","Associate Degree",0.2232,0.7768,2,619,NA,NA,-72.920217,41.632345,20212.5,NA,"CT",NA,"Southington",29175,"Northeast","Suburban"
"2963","Bridgeport Hospital School of Nursing","www.bridgeporthospital.org/bhsn/","www2.bridgeporthospital.org/bhsn/current/ConsumerInformation/default.aspx#",12,1,2,NA,"Small","Certificate Degree",0.2012,0.7988,1,185,NA,NA,-73.165185,41.189413,20000,NA,"CT",0.9364,"Bridgeport",27956,"Northeast","Urban"
"2964","Saint Mary's College of California","www.stmarys-ca.edu","www.stmarys-ca.edu/admissions-aid/net-price-calculator",41,4,2,0.6566,"Mid-sized","Bachelor Degree",0.3981,0.6019,3,2916,550,555,-122.106795,37.83997,22624,550,"CA",NA,"Moraga",59167,"West","Rural"
"2965","Simpson University","www.simpsonu.edu","tcc.noellevitz.com/(S(i54tbognlq54ib4uxvlamtda))/Simpson-University-CA/Freshman-Students",13,4,2,0.6047,"Small","Bachelor Degree",0.3427,0.6573,3,959,505,500,-122.333048,40.61331,16666,490,"CA",NA,"Redding",36480,"West","Urban"
"2966","Vanguard University of Southern California","www.vanguard.edu","www.vanguard.edu/undergraduate/net-price-calculator/",12,4,2,0.6708,"Small","Bachelor Degree",0.348,0.652,3,1856,500,490,-117.900911,33.662686,24799,490,"CA",NA,"Costa Mesa",42854,"West","Urban"
"2967","Skyline College","skylinecollege.edu","https://webprod.cccco.edu/npc/373/npcalc.htm",21,2,1,NA,"Large","Associate Degree",0.4532,0.5468,2,8557,NA,NA,-122.465978,37.630543,6796,NA,"CA",0.1721,"San Bruno",9188,"West","Suburban"
"2968","Santa Barbara Business College-Santa Maria","sbbcollege.edu","cloud.sbbcollege.edu/npc/npc_sm.htm",13,3,3,NA,"Small","Associate Degree",0.21,0.79,2,166,NA,NA,-119.699744,34.403862,14726.5,NA,"CA",NA,"Santa Maria",20903,"West","Urban"
"2969","San Francisco Art Institute","www.sfai.edu","www.sfai.edu/admissions/tuition-and-financial-aid",11,4,2,0.6282,"Small","Bachelor Degree",0.4095,0.5905,3,404,520,495,-122.417,37.803575,23250,490,"CA",NA,"San Francisco",61915,"West","Urban"
"2970","Platt College-San Diego","www.platt.edu","www.platt.edu",11,3,3,NA,"Small","Bachelor Degree",0.7286,0.2714,3,252,NA,NA,-117.063483,32.76373,21266,NA,"CA",NA,"San Diego",40208,"West","Urban"
"2971","Holy Names University","www.hnu.edu","www.hnu.edu/calc/npcalc.htm",11,4,2,0.5086,"Small","Bachelor Degree",0.3086,0.6914,3,624,464,460,-122.18717,37.802654,26000,NA,"CA",NA,"Oakland",50430,"West","Urban"
"2972","Los Angeles Mission College","www.lamission.edu","https://misweb.cccco.edu/npc/743/npcalc.htm",11,2,1,NA,"Large","Associate Degree",0.3904,0.6096,2,8530,NA,NA,-118.419087,34.314944,9500,NA,"CA",0.1397,"Sylmar",14085,"West","Urban"
"2973","Los Angeles Southwest College","www.lasc.edu","www.lasc.edu/students/financial_aid/applying_for_financial_aid.html",21,2,1,NA,"Mid-sized","Associate Degree",0.3013,0.6987,2,5720,NA,NA,-118.304674,33.929586,4500,NA,"CA",0.0706,"Los Angeles",12150,"West","Suburban"
"2974","Imperial Valley College","www.imperial.edu","www.imperial.edu/students/financial-aid-and-scholarships/cost-of-attendance/",41,2,1,NA,"Large","Associate Degree",0.4404,0.5596,2,6816,NA,NA,-115.503903,32.827563,NA,NA,"CA",0.1833,"Imperial",9834,"West","Rural"
"2975","Lassen Community College","www.lassencollege.edu/","https://webprod.cccco.edu/npc/131/npcalc.htm",41,2,1,NA,"Small","Associate Degree",0.6891,0.3109,2,1940,NA,NA,-120.631169,40.431327,NA,NA,"CA",0.1302,"Susanville",13209,"West","Rural"
"2976","Life Pacific College","www.lifepacific.edu","www.lifepacific.edu/admissions/financial-aid/net-price-calculator/",21,4,2,0.6309,"Small","Bachelor Degree",0.4956,0.5044,3,520,500,476,-117.830997,34.089421,22146.5,466,"CA",NA,"San Dimas",24373,"West","Suburban"
"2977","Western State Colorado University","www.western.edu","www.western.edu/future-students/financing-your-education/financial-aid-tools/net-price-calculator",33,4,1,0.9573,"Small","Bachelor Degree",0.6158,0.3842,3,1945,510,505,-106.91971,38.547421,19395,NA,"CO",NA,"Gunnison",20645,"Midwest","Rural"
"2978","Trinidad State Junior College","www.trinidadstate.edu/","www.trinidadstate.edu/students/net-price-calculator",33,2,1,NA,"Small","Certificate Degree",0.4426,0.5574,1,1062,NA,NA,-104.512184,37.172939,5500,NA,"CO",0.5074,"Trinidad",17225,"Midwest","Rural"
"2979","Albertus Magnus College","www.albertus.edu","www.albertus.edu/admission-aid/financial-aid/net-price-calculator.php",12,4,2,0.8132,"Small","Bachelor Degree",0.352,0.648,3,1188,430,450,-72.923848,41.332519,27167,455,"CT",NA,"New Haven",44600,"Northeast","Urban"
"2980","Pickens Technical College","www.pickenstech.org","www.pickenstech.org",11,1,1,NA,"Small","Certificate Degree",0.5639,0.4361,1,1184,NA,NA,-104.78998,39.723527,NA,NA,"CO",0.8424,"Aurora",11220,"Midwest","Urban"
"2981","Naropa University","www.naropa.edu","www.naropa.edu/admissions/affording/undergraduate-costs-aid/cost-calculator.php",13,4,2,0.828,"Small","Bachelor Degree",0.3854,0.6146,3,397,NA,NA,-105.267073,40.014816,25000,NA,"CO",NA,"Boulder",45471,"Midwest","Urban"
"2982","Ohlone College","www.ohlone.edu","https://webprod.cccco.edu/npc/431/npcalc.htm",21,2,1,NA,"Large","Associate Degree",0.4963,0.5037,2,8576,NA,NA,-121.914597,37.527956,14375,NA,"CA",0.3451,"Fremont",15817,"West","Suburban"
"2983","Hope International University","www.hiu.edu","www.hiu.edu/undergrad/finaid/",21,4,2,0.5187,"Small","Bachelor Degree",0.4401,0.5599,3,843,470,479,-117.88573,33.87616,24750,464,"CA",NA,"Fullerton",38462,"West","Suburban"
"2984","Notre Dame de Namur University","www.ndnu.edu","www.ndnu.edu/financial-aid/net-price-calculator/",21,4,2,0.7478,"Small","Bachelor Degree",0.3398,0.6602,3,1097,480,480,-122.284618,37.517501,25000,485,"CA",NA,"Belmont",49312,"West","Suburban"
"2985","Otis College of Art and Design","www.otis.edu","www.otis.edu/otis-net-price-calculator",11,4,2,0.5492,"Small","Bachelor Degree",0.3445,0.6555,3,1099,495,530,-118.416615,33.956607,27000,NA,"CA",NA,"Los Angeles",54199,"West","Urban"
"2986","Occidental College","www.oxy.edu","www.oxy.edu/admission-aid/financial-aid/net-price-calculator",11,3,2,0.3932,"Small","Bachelor Degree",0.4386,0.5614,3,1997,650,650,-118.210783,34.126224,19589.5,655,"CA",NA,"Los Angeles",64804,"West","Urban"
"2987","Southern Connecticut State University","www.southernct.edu","www.southernct.edu/netpricecalculator/npcalc.htm",12,4,1,0.7545,"Large","Bachelor Degree",0.396,0.604,3,8106,470,465,-72.948806,41.331852,22073,475,"CT",NA,"New Haven",20104,"Northeast","Urban"
"2988","Tallahassee Community College","https://www.tcc.fl.edu","https://www.tcc.fl.edu/Current/Cashiers/Pages/How-much-does-TCC-cost.aspx",12,2,1,NA,"Large","Associate Degree",0.4747,0.5253,2,11357,NA,NA,-84.341462,30.445234,8750,NA,"FL",0.3288,"Tallahassee",8954,"Southeast","Urban"
"2989","Saint Leo University","www.saintleo.edu","www.saintleo.edu/resources/financial-aid/tuition-and-costs/net-price-calculator.aspx",23,4,2,0.8478,"Large","Bachelor Degree",0.422,0.578,3,11575,NA,NA,-82.257287,28.336776,21026,NA,"FL",NA,"Saint Leo",34738,"Southeast","Suburban"
"2990","Georgia Southern University","www.georgiasouthern.edu","www.collegeportraits.org/GA/GSOU/estimator/agree",32,4,1,0.4946,"Large","Bachelor Degree",0.5029,0.4971,3,17173,550,555,-81.782201,32.427756,19953,520,"GA",NA,"Statesboro",22424,"Southeast","Suburban"
"2991","University of Georgia","www.uga.edu","www.collegeportraits.org/GA/UGA/estimator/agree",12,4,1,0.6296,"Large","Bachelor Degree",0.4282,0.5718,3,27335,605,610,-83.374049,33.956428,16750,605,"GA",NA,"Athens",22536,"Southeast","Urban"
"2992","Georgia Highlands College","www.highlands.edu","www.highlands.edu/site/business-office-net-price-calc",41,3,1,NA,"Mid-sized","Associate Degree",0.3708,0.6292,2,5497,NA,NA,-85.207356,34.169791,8738,NA,"GA",0.0972,"Rome",10729,"Southeast","Rural"
"2993","Georgia Institute of Technology-Main Campus","www.gatech.edu","admission.gatech.edu/npc_2016/npcalc.htm",11,4,1,0.5118,"Large","Bachelor Degree",0.6716,0.3284,3,14463,645,710,-84.396019,33.773732,21001,650,"GA",NA,"Atlanta",24629,"Southeast","Urban"
"2994","Georgia Southwestern State University","https://gsw.edu/","https://gsw.edu/Assets/FinancialAid/FinAidNetCalc.html",32,4,1,0.6636,"Mid-sized","Bachelor Degree",0.3571,0.6429,3,2301,495,490,-84.217755,32.058198,18000,NA,"GA",NA,"Americus",19012,"Southeast","Suburban"
"2995","LaGrange College","www.lagrange.edu","netprice.lagrange.edu/",32,4,2,0.4925,"Small","Bachelor Degree",0.4274,0.5726,3,905,500,515,-85.041394,33.039713,26000,NA,"GA",NA,"Lagrange",40225,"Southeast","Suburban"
"2996","West Georgia Technical College","www.westgatech.edu","www.westgatech.edu/admissions/netpricecalc.htm",41,2,1,NA,"Mid-sized","Certificate Degree",0.3124,0.6876,1,5595,NA,NA,-85.183666,33.691657,5500,NA,"GA",0.2088,"Waco",9759,"Southeast","Rural"
"2997","Gwinnett College-Lilburn","www.gwinnettcollege.edu","www.gwinnettcollege.edu/npcalc.htm",21,2,3,NA,"Small","Associate Degree",0.1326,0.8674,2,306,NA,NA,-84.121874,33.901271,16500,NA,"GA",0.5132,"Lilburn",25215,"Southeast","Suburban"
"2998","Clayton  State University","www.clayton.edu","www.clayton.edu/Portals/20/netpricecalculator20122013/npcalc.htm",21,4,1,0.4049,"Mid-sized","Bachelor Degree",0.2918,0.7082,3,5920,480,465,-84.328174,33.594079,25246,NA,"GA",NA,"Morrow",17197,"Southeast","Suburban"
"2999","Darton State College","www.darton.edu","www.darton.edu/admin/finaid/calc",13,3,1,NA,"Mid-sized","Associate Degree",0.3029,0.6971,2,5163,NA,NA,-84.212087,31.583594,10661,NA,"GA",0.1173,"Albany",11897,"Southeast","Urban"
"3000","The Art Institute of Atlanta","www.artinstitutes.edu/atlanta","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",13,3,3,0.4524,"Mid-sized","Bachelor Degree",0.5403,0.4597,3,2218,NA,NA,-84.354867,33.937445,27722,NA,"GA",NA,"Atlanta",31200,"Southeast","Urban"
"3001","East Georgia State College","www.ega.edu","www.ega.edu/npcalc/",33,3,1,NA,"Mid-sized","Associate Degree",0.4291,0.5709,2,2878,NA,NA,-82.308486,32.59577,9750,NA,"GA",NA,"Swainsboro",10171,"Southeast","Rural"
"3002","Albany State University","https://www.asurams.edu/","https://gateway.asurams.edu/calculator/",13,4,1,0.2865,"Mid-sized","Bachelor Degree",0.3454,0.6546,3,2949,420,425,-84.14306,31.571395,29000,NA,"GA",NA,"Albany",18877,"Southeast","Urban"
"3003","Dalton State College","https://www.daltonstate.edu/index.cms","https://www.daltonstate.edu/admissions/online-calculator.cms",13,3,1,0.4343,"Mid-sized","Bachelor Degree",0.3774,0.6226,3,4794,480,470,-85.00289,34.77496,9547,NA,"GA",NA,"Dalton",11274,"Southeast","Urban"
