"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"366","Modesto Junior College","www.mjc.edu","webprod.cccco.edu/npc/592/npcalc.htm",12,2,1,NA,"Large","Associate Degree",0.4295,0.5705,2,16280,NA,NA,-121.009723,37.652042,NA,NA,"CA",0.1875,"Modesto",14023,"West","Urban"
"367","Arapahoe Community College","www.arapahoe.edu","www.arapahoe.edu/netpricecalculator/npcalc.htm",21,2,1,NA,"Large","Certificate Degree",0.4722,0.5278,1,6860,NA,NA,-105.018631,39.607505,10000,NA,"CO",0.1729,"Littleton",13460,"Midwest","Suburban"
"368","Santa Monica College","www.smc.edu","https://webprod.cccco.edu/npc/781/npcalc.htm",13,2,1,NA,"Large","Associate Degree",0.4694,0.5306,2,28136,NA,NA,-118.470431,34.018968,4500,NA,"CA",0.2837,"Santa Monica",11986,"West","Urban"
"369","Victor Valley College","www.vvc.edu","https://webprod.cccco.edu/npc/991/npcalc.htm",12,2,1,NA,"Large","Associate Degree",0.4412,0.5588,2,9817,NA,NA,-117.261456,34.472231,7625,NA,"CA",0.1356,"Victorville",14084,"West","Urban"
"370","Santa Rosa Junior College","www.santarosa.edu","https://financialaid.santarosa.edu/net-price-calculator",12,2,1,NA,"Large","Certificate Degree",0.4567,0.5433,1,19537,NA,NA,-122.720689,38.45416,8437,NA,"CA",0.3373,"Santa Rosa",12616,"West","Urban"
"371","College of the Siskiyous","www.siskiyous.edu","https://misweb.cccco.edu/npc/181/npcalc.htm",33,2,1,NA,"Small","Associate Degree",0.455,0.545,2,1887,NA,NA,-122.389166,41.413848,10500,NA,"CA",0.2541,"Weed",13259,"West","Rural"
"372","College of San Mateo","www.collegeofsanmateo.edu","https://webprod.cccco.edu/npc/372/npcalc.htm",21,2,1,NA,"Large","Certificate Degree",0.5111,0.4889,1,7679,NA,NA,-122.336078,37.534357,4500,NA,"CA",0.1212,"San Mateo",8391,"West","Suburban"
"373","Musicians Institute","www.mi.edu","mi.edu/student-consumer-disclosure/net-price-calculator/",11,3,3,0.9632,"Small","Certificate Degree",0.818,0.182,1,1040,NA,NA,-118.33783,34.101527,NA,NA,"CA",NA,"Hollywood",39655,"West","Urban"
"374","William Jessup University","WWW.JESSUP.EDU","www.jessup.edu/financial-aid/undergraduate/#tab_undergrad-net-price-calculator",41,4,2,0.6352,"Small","Bachelor Degree",0.417,0.583,3,1093,520,505,-121.292968,38.819494,20000,510,"CA",NA,"Rocklin",38526,"West","Rural"
"375","Santa Barbara Business College-Bakersfield","sbbcollege.edu","cloud.sbbcollege.edu/npc/npc_bkrm.htm",11,3,3,NA,"Small","Associate Degree",0.3023,0.6977,2,487,NA,NA,-119.061264,35.359544,18529.5,NA,"CA",NA,"Bakersfield",23074,"West","Urban"
"376","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","www.yoec.edu/","https://sites.google.com/site/yeshivaohrelchononchabad/",11,3,2,1,"Small","Bachelor Degree",1,0,3,161,NA,NA,-118.346688,34.085494,NA,NA,"CA",NA,"Los Angeles",24850,"West","Urban"
"377","Community College of Denver","www.ccd.edu","ccd.edu/cost_calculator/",11,2,1,NA,"Large","Associate Degree",0.4243,0.5757,2,7076,NA,NA,-105.003007,39.74142,13500,NA,"CO",0.0883,"Denver",14076,"Midwest","Urban"
"378","Colorado State University-Pueblo","www.csupueblo.edu","www.csupueblo.edu/IR/NetPriceCalculator/Pages/default.aspx",12,4,1,0.9378,"Mid-sized","Bachelor Degree",0.4645,0.5355,3,3944,475,485,-104.579846,38.309219,18750,NA,"CO",NA,"Pueblo",18594,"Midwest","Urban"
"379","Everest College-Thornton","www.everest.edu/campus/thornton","www.Everest.edu/npc",21,2,2,NA,"Small","Certificate Degree",0.199,0.801,1,232,NA,NA,-104.985441,39.86156,9500,NA,"CO",0.5437,"Thornton",26592,"Midwest","Suburban"
"380","Rocky Mountain College of Art and Design","www.rmcad.edu","www.rmcad.edu/student-information",12,4,3,NA,"Small","Bachelor Degree",0.3659,0.6341,3,1074,NA,NA,-105.069911,39.74332,28496,NA,"CO",NA,"Lakewood",30427,"Midwest","Urban"
"381","Nazarene Bible College","www.nbc.edu","www.nbc.edu/core/includes/net-price-calculator/npcalc.htm",11,3,2,NA,"Small","Bachelor Degree",0.6154,0.3846,3,725,NA,NA,-104.751124,38.814124,25800,NA,"CO",NA,"Colorado Springs",18617,"Midwest","Urban"
"382","Central Connecticut State University","www.ccsu.edu","web.ccsu.edu/npcalc/",21,4,1,0.6396,"Large","Bachelor Degree",0.5184,0.4816,3,9693,500,510,-72.770094,41.690258,22000,500,"CT",NA,"New Britain",22229,"Northeast","Suburban"
"383","Sacred Heart University","www.sacredheart.edu","www.sacredheart.edu/admissions/financialassistance/netpricecalculator",21,4,2,0.5373,"Mid-sized","Bachelor Degree",0.3701,0.6299,3,5109,NA,NA,-73.24461,41.221548,22961,NA,"CT",NA,"Fairfield",53242,"Northeast","Suburban"
"384","University of Bridgeport","www.bridgeport.edu","tcc.noellevitz.com/%28S%28k34014tz2iylggsrv2pivjyt%29%29/University%20of%20Bridgeport/cost",12,4,2,0.6348,"Mid-sized","Bachelor Degree",0.3248,0.6752,3,2897,450,455,-73.189352,41.165587,27000,450,"CT",NA,"Bridgeport",48586,"Northeast","Urban"
"385","Post University","www.post.edu/","https://www.post.edu/financial-aid/net-price-calculator",22,4,3,0.5828,"Large","Bachelor Degree",0.4157,0.5843,3,6170,420,420,-73.080525,41.535334,20887.5,420,"CT",NA,"Waterbury",40860,"Northeast","Suburban"
"386","Norwalk Community College","www.ncc.commnet.edu","www.ncc.commnet.edu/dept/financialaid/netpricecalc.asp",13,2,1,NA,"Mid-sized","Associate Degree",0.4121,0.5879,2,4714,NA,NA,-73.450965,41.102574,NA,NA,"CT",0.0797,"Norwalk",12382,"Northeast","Urban"
"387","University of Saint Joseph","www.usj.edu","www.usj.edu/admissions-financial-aid/tuition-and-financial-aid/net-price-calculator/",13,4,2,0.8162,"Small","Bachelor Degree",0.007,0.993,3,904,NA,NA,-72.730489,41.783028,27000,NA,"CT",NA,"West Hartford",46109,"Northeast","Urban"
"388","Asnuntuck Community College","www.Asnuntuck.edu","www.commnet.edu/finaid/netprice/m_npcalc.htm",21,2,1,NA,"Small","Certificate Degree",0.4762,0.5238,1,1295,NA,NA,-72.570177,41.998409,5500,NA,"CT",0.403,"Enfield",11754,"Northeast","Suburban"
"389","Porter and Chester Institute of Branford","www.porterchester.com","www.porterchester.com/financial-aid/calculator/",21,1,3,NA,"Small","Certificate Degree",0.6901,0.3099,1,256,NA,NA,-72.854898,41.277311,13280,NA,"CT",0.7195,"Branford",27591,"Northeast","Suburban"
"390","Southern California Institute of Architecture","www.sciarc.edu","www.sciarc.edu",11,4,2,0.7986,"Small","Bachelor Degree",0.6691,0.3309,3,255,528,608,-118.232703,34.04365,37500,528,"CA",NA,"Los Angeles",65657,"West","Urban"
"391","Mendocino College","www.mendocino.edu","webprod.cccco.edu/npc/141/npcalc.htm",41,2,1,NA,"Mid-sized","Associate Degree",0.3951,0.6049,2,3281,NA,NA,-123.22903,39.19119,4500,NA,"CA",0.1724,"Ukiah",13016,"West","Rural"
"392","Merritt College","www.merritt.edu","https://webprod.cccco.edu/npc/344/npcalc.htm",11,2,1,NA,"Mid-sized","Certificate Degree",0.348,0.652,1,5818,NA,NA,-122.167335,37.789088,NA,NA,"CA",0.1474,"Oakland",13843,"West","Urban"
"393","Porterville College","www.portervillecollege.edu","https://webprod.cccco.edu/npc/523/npcalc.htm",13,2,1,NA,"Mid-sized","Associate Degree",0.3736,0.6264,2,3527,NA,NA,-119.014368,36.049256,NA,NA,"CA",0.2054,"Porterville",9162,"West","Urban"
"394","Lake Tahoe Community College","www.ltcc.edu","https://webprod.cccco.edu/npc/221/npcalc.htm",41,2,1,NA,"Mid-sized","Associate Degree",0.4489,0.5511,2,2062,NA,NA,-119.971631,38.926864,NA,NA,"CA",0.2764,"South Lake Tahoe",10880,"West","Rural"
"395","Laguna College of Art and Design","www.lcad.edu","www.lcad.edu/netprice",41,4,2,0.3964,"Small","Bachelor Degree",0.3786,0.6214,3,571,NA,NA,-117.772564,33.561448,26875,NA,"CA",NA,"Laguna Beach",43806,"West","Rural"
"396","Luther Rice College & Seminary","www.lutherrice.edu","www.lutherrice.edu/tuition-and-aid/financial-aid-calculators.cms",21,4,2,NA,"Small","Bachelor Degree",0.6745,0.3255,3,409,NA,NA,-84.123648,33.697984,16512.5,NA,"GA",NA,"Lithonia",10776,"Southeast","Suburban"
"397","State College of Florida-Manatee-Sarasota","www.scf.edu","www.scf.edu/StudentServices/FinancialAid/default.asp",21,3,1,NA,"Large","Associate Degree",0.3989,0.6011,2,9014,NA,NA,-82.591739,27.436066,9000,NA,"FL",NA,"Bradenton",16436,"Southeast","Suburban"
"398","ITT Technical Institute-Tampa","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.6519,"Small","Associate Degree",0.6645,0.3355,2,467,NA,NA,-82.547618,27.982417,18666,NA,"FL",NA,"Tampa",27676,"Southeast","Suburban"
"399","University of South Florida-Main Campus","www.usf.edu","usfweb2.usf.edu/finaid/npc/npcalc.htm",11,4,1,0.4321,"Large","Bachelor Degree",0.4401,0.5599,3,30282,580,590,-82.415876,28.056647,18050,555,"FL",NA,"Tampa",19578,"Southeast","Urban"
"400","St Petersburg College","www.spcollege.edu","www.spcollege.edu/NetCalc/npcalc.htm",13,3,1,NA,"Large","Associate Degree",0.3916,0.6084,2,27354,NA,NA,-82.717321,27.9026,13000,NA,"FL",NA,"Clearwater",15446,"Southeast","Urban"
"401","Santa Fe College","www.sfcollege.edu","www.sfcollege.edu/financialaid/NetPriceCalculator/",22,3,1,NA,"Large","Associate Degree",0.4498,0.5502,2,13291,NA,NA,-82.433958,29.680698,9566,NA,"FL",NA,"Gainesville",12166,"Southeast","Suburban"
"402","The University of West Florida","uwf.edu","uwf.edu/npcalc/npcalc.cfm",13,4,1,0.6081,"Large","Bachelor Degree",0.4254,0.5746,3,9783,500,495,-87.218125,30.542855,15000,480,"FL",NA,"Pensacola",17802,"Southeast","Urban"
"403","Abraham Baldwin Agricultural College","www.abac.edu","www.abac.edu/NPC/",32,3,1,0.6896,"Mid-sized","Associate Degree",0.4619,0.5381,2,3193,310,310,-83.528281,31.481889,12500,NA,"GA",NA,"Tifton",12988,"Southeast","Suburban"
"404","Saint John Vianney College Seminary","www.sjvcs.edu/","www.plannedup.com/dev/sjvcs.edu/netpricecalculator/npcalc.htm",21,4,2,0.8571,"Small","Bachelor Degree",1,0,3,64,NA,NA,-80.337411,25.742579,NA,NA,"FL",NA,"Miami",37300,"Southeast","Suburban"
"405","Saint Johns River State College","www.sjrstate.edu","www.sjrstate.edu/netprice.html",32,3,1,NA,"Mid-sized","Associate Degree",0.3842,0.6158,2,4962,NA,NA,-81.681137,29.647195,10500,NA,"FL",NA,"Palatka",12010,"Southeast","Suburban"
"406","Everest University-Tampa","www.everest.edu/campus/tampa","www.Everest.edu/npc",11,4,2,NA,"Small","Certificate Degree",0.5065,0.4935,1,359,NA,NA,-82.497616,27.996582,24862,NA,"FL",NA,"Tampa",27652,"Southeast","Urban"
"407","St Thomas University","www.stu.edu","go.stu.edu/Financial/Net-Price-Calculator",21,4,2,0.3935,"Small","Bachelor Degree",0.4505,0.5495,3,882,440,455,-80.256265,25.920915,17114,437,"FL",NA,"Miami Gardens",36230,"Southeast","Suburban"
"408","Valencia College","valenciacollege.edu","valenciacollege.edu/finaid/npcalc.htm",12,3,1,NA,"Large","Associate Degree",0.438,0.562,2,37925,NA,NA,-81.471181,28.52092,8663,NA,"FL",NA,"Orlando",11229,"Southeast","Urban"
"409","Georgia State University","www.gsu.edu","admissions.gsu.edu/what-does-it-cost/cost-calculator/",11,4,1,0.5103,"Large","Bachelor Degree",0.4142,0.5858,3,24421,545,550,-84.38667,33.7527,20337,NA,"GA",NA,"Atlanta",23631,"Southeast","Urban"
"410","Brigham Young University-Idaho","www.byui.edu","www.byui.edu/FinancialAid/",32,3,2,0.9929,"Large","Bachelor Degree",0.4364,0.5636,3,28457,515,510,-111.784728,43.815384,10099,NA,"ID",NA,"Rexburg",11676,"Midwest","Suburban"
"411","Southwestern Illinois College","www.swic.edu","www.swic.edu/netpricecalculator/npcalc.htm",21,2,1,NA,"Large","Certificate Degree",0.4386,0.5614,1,8614,NA,NA,-89.924466,38.516406,4500,NA,"IL",0.2562,"Belleville",11460,"Great Lakes","Suburban"
"412","University of Idaho","www.uidaho.edu","www.uidaho.edu/financial-aid/cost-of-attendance",41,4,1,0.6086,"Large","Bachelor Degree",0.5369,0.4631,3,7826,540,550,-117.024296,46.726894,22806,515,"ID",NA,"Moscow",19418,"Midwest","Rural"
"413","Black Hawk College","www.bhc.edu","www.bhc.edu/admissions/financial-aid/cost-of-attendance/",13,2,1,NA,"Mid-sized","Associate Degree",0.3956,0.6044,2,3788,NA,NA,-90.449497,41.475983,5000,NA,"IL",0.1889,"Moline",10811,"Great Lakes","Urban"
"414","College of Southern Idaho","www.csi.edu","www.csi.edu/prospectiveStudents_/studentServices/tuition_fees/npc/",33,2,1,NA,"Mid-sized","Associate Degree",0.3839,0.6161,2,4159,NA,NA,-114.474373,42.58148,10402.5,NA,"ID",0.1883,"Twin Falls",10797,"Midwest","Rural"
"415","Eastern Idaho Technical College","www.eitc.edu","www.eitc.edu/NPCalc/index.html",13,2,1,NA,"Small","Certificate Degree",0.4457,0.5543,1,562,NA,NA,-111.984645,43.4818,8414,NA,"ID",0.5294,"Idaho Falls",16162,"Midwest","Urban"
"416","University of Hawaii-West Oahu","www.uhwo.hawaii.edu","www.uhwo.hawaii.edu/default/npcalc.html",21,3,1,0.7232,"Mid-sized","Bachelor Degree",0.3338,0.6662,3,2517,435,455,-158.061825,21.354897,12500,430,"HI",NA,"Kapolei",12717,"West","Suburban"
"417","Pensacola State College","www.pensacolastate.edu","www.pensacolastate.edu/financialAid/netPriceCalc/npcalc.htm",13,3,1,NA,"Large","Associate Degree",0.3925,0.6075,2,7836,NA,NA,-87.200622,30.480779,3500,NA,"FL",NA,"Pensacola",11896,"Southeast","Urban"
"418","Nova Southeastern University","www.nova.edu","www.nova.edu/npc/",21,4,2,0.5553,"Mid-sized","Bachelor Degree",0.3026,0.6974,3,4565,525,530,-80.24248,26.079337,23825,NA,"FL",NA,"Fort Lauderdale",41965,"Southeast","Suburban"
"419","Polk State College","www.polk.edu","www.polk.edu/admission-aid/financial-aid/net-price-calculator/",13,3,1,NA,"Large","Associate Degree",0.3766,0.6234,2,8436,NA,NA,-81.712932,28.030775,5500,NA,"FL",NA,"Winter Haven",13324,"Southeast","Urban"
"420","Jacksonville University","www.jacksonville.edu","www.ju.edu/financialaid/Pages/default.aspx",11,4,2,0.4549,"Mid-sized","Bachelor Degree",0.3819,0.6181,3,2964,510,510,-81.60706,30.350349,20832,NA,"FL",NA,"Jacksonville",48032,"Southeast","Urban"
"421","Northwest Florida State College","www.nwfsc.edu/","www.nwfsc.edu/Students/PayingforCollege/FinancialAid/netpricecalculator.cfm",41,3,1,NA,"Mid-sized","Associate Degree",0.404,0.596,2,4299,NA,NA,-86.475467,30.537148,4500,NA,"FL",NA,"Niceville",13708,"Southeast","Rural"
"422","Palm Beach Atlantic University","www.pba.edu","www.pba.edu/net-price-calculator",13,4,2,0.958,"Mid-sized","Bachelor Degree",0.352,0.648,3,2587,525,508,-80.049758,26.704629,23510,NA,"FL",NA,"West Palm Beach",39604,"Southeast","Urban"
"423","Traviss Technical College","www.traviss.edu","nces.ed.gov/collegenavigator/",41,1,1,NA,"Small","Certificate Degree",0.5146,0.4854,1,825,NA,NA,-81.893503,27.99579,NA,NA,"FL",0.7129,"Lakeland",11261,"Southeast","Rural"
"424","Lake-Sumter State College","www.lssc.edu","lssc.edu/finaid/Pages/Net%20Price%20Calculator/Net-Price-Calculator.aspx",22,3,1,NA,"Mid-sized","Associate Degree",0.3879,0.6121,2,3797,NA,NA,-81.797731,28.830237,4500,NA,"FL",NA,"Leesburg",10136,"Southeast","Suburban"
"425","Lincoln College of Technology-West Palm Beach","www.lincolnedu.com/campus/west-palm-beach-fl","www.lincolnedu.com/net-price-calculator",13,3,3,NA,"Small","Certificate Degree",0.5275,0.4725,1,567,NA,NA,-80.094805,26.758227,16500,NA,"FL",NA,"West Palm Beach",25494,"Southeast","Urban"
"426","Chicago State University","www.csu.edu","www.csu.edu/financialaid/netpricecalculator.htm",11,4,1,0.3775,"Mid-sized","Bachelor Degree",0.2826,0.7174,3,3437,NA,453,-87.610344,41.718813,22500,NA,"IL",NA,"Chicago",20305,"Great Lakes","Urban"
"427","Elgin Community College","www.elgin.edu","elgin.edu/collegecostcalculator",12,2,1,NA,"Large","Certificate Degree",0.4566,0.5434,1,8167,NA,NA,-88.32194,42.018066,6000,NA,"IL",0.3016,"Elgin",8340,"Great Lakes","Urban"
"428","City Colleges of Chicago-Malcolm X College","www.ccc.edu/colleges/malcolm-x/pages/default.aspx","www.ccc.edu/colleges/malcolm-x/services/Pages/Find-Out-How-Much-College-Will-Cost.aspx",11,2,1,NA,"Mid-sized","Associate Degree",0.2806,0.7194,2,4027,NA,NA,-87.674126,41.876942,4750,NA,"IL",0.0675,"Chicago",15920,"Great Lakes","Urban"
"429","Concordia University-Chicago","www.cuchicago.edu","https://apps.cuchicago.edu/undergraduate/cost-calculator/npc.aspx",21,4,2,0.5539,"Small","Bachelor Degree",0.3767,0.6233,3,1447,510,500,-87.810009,41.898574,24393,NA,"IL",NA,"River Forest",37972,"Great Lakes","Suburban"
"430","Highland Community College","www.highland.edu","www.highland.edu/netprice/index.asp",32,2,1,NA,"Small","Associate Degree",0.371,0.629,2,1434,NA,NA,-89.673597,42.283315,7875,NA,"IL",0.2835,"Freeport",10310,"Great Lakes","Suburban"
"431","Highland Community College","www.highland.edu","www.highland.edu/netprice/index.asp",32,2,1,NA,"Small","Certificate Degree",0.371,0.629,1,1876,NA,NA,-89.673597,42.283315,7875,NA,"KS",0.2835,"Highland",9973,"Great Lakes","Suburban"
"432","City Colleges of Chicago-Wilbur Wright College","ccc.edu/colleges/wright/pages/default.aspx","www.ccc.edu/colleges/wright/services/Pages/Find-Out-How-Much-College-Will-Cost.aspx",11,2,1,NA,"Large","Associate Degree",0.4097,0.5903,2,7691,NA,NA,-87.787868,41.958774,4500,NA,"IL",0.1102,"Chicago",12992,"Great Lakes","Urban"
"433","Governors State University","www.govst.edu/","www.govst.edu/netprice.htm",41,4,1,NA,"Mid-sized","Bachelor Degree",0.3125,0.6875,3,3526,NA,NA,-87.717012,41.448603,15000,NA,"IL",NA,"University Park",22543,"Great Lakes","Rural"
"434","City Colleges of Chicago-Olive-Harvey College","ccc.edu/colleges/olive-harvey/pages/default.aspx","ccc.edu/colleges/olive-harvey/services/Pages/Find-Out-How-Much-College-Will-Cost.aspx",11,2,1,NA,"Mid-sized","Certificate Degree",0.3886,0.6114,1,2149,NA,NA,-87.589249,41.709997,9808.5,NA,"IL",0.0637,"Chicago",16545,"Great Lakes","Urban"
"435","Graham Hospital School of Nursing","grahamschoolofnursing.org","www.grahamschoolofnursing.org/net-price-calculator/",32,1,2,1,"Small","Certificate Degree",0.08,0.92,1,54,NA,NA,-90.038475,40.55327,22250,NA,"IL",0,"Canton",20523,"Great Lakes","Suburban"
"436","Armstrong State University","www.armstrong.edu","www.armstrong.edu/net_price_calculator/",12,4,1,0.7361,"Large","Bachelor Degree",0.349,0.651,3,6184,505,500,-81.160409,31.978109,18000,NA,"GA",NA,"Savannah",24729,"Southeast","Urban"
"437","Columbus State University","www.columbusstate.edu","finaid.columbusstate.edu/netprice.php",12,4,1,0.5186,"Large","Bachelor Degree",0.4146,0.5854,3,6743,495,485,-84.940796,32.501556,21500,475,"GA",NA,"Columbus",17482,"Southeast","Urban"
"438","Gordon State College","www.gordonstate.edu","www.gordonstate.edu/netpricecalculator/npcalc.htm",32,3,1,0.4256,"Mid-sized","Associate Degree",0.3315,0.6685,2,3891,437,430,-84.152548,33.045208,13225,NA,"GA",NA,"Barnesville",15750,"Southeast","Suburban"
"439","South University-Savannah","www.southuniversity.edu/savannah#location=Savannah,%20GA","tcc.noellevitz.com/edmc/South Net Price Calculator",12,4,3,0.6289,"Small","Associate Degree",0.3209,0.6791,2,711,NA,NA,-81.105435,31.999571,25943.5,NA,"GA",NA,"Savannah",29191,"Southeast","Urban"
"440","Fort Valley State University","www.fvsu.edu","www.fvsu.edu/financial_aid/net_price_calculators",31,4,1,0.3192,"Mid-sized","Bachelor Degree",0.4248,0.5752,3,2220,425,420,-83.895548,32.538163,31000,NA,"GA",NA,"Fort Valley",21341,"Southeast","Suburban"
"441","Covenant College","www.covenant.edu","https://portal.covenant.edu/forms/index/Net_Price_Calculator",21,4,2,0.5743,"Small","Bachelor Degree",0.4304,0.5696,3,1007,605,575,-85.37496,34.963327,21500,575,"GA",NA,"Lookout Mountain",41320,"Southeast","Suburban"
"442","Southern Crescent Technical College","www.sctech.edu","www.sctech.edu/npc/npcalc.htm",21,2,1,NA,"Mid-sized","Certificate Degree",0.3228,0.6772,1,4178,NA,NA,-84.291662,33.255438,5500,NA,"GA",0.285,"Griffin",14963,"Southeast","Suburban"
"443","Georgia Northwestern Technical College","www.gntc.edu","www.gntc.edu/student-services/npcalc/npcalc.htm",13,2,1,NA,"Mid-sized","Certificate Degree",0.3295,0.6705,1,4484,NA,NA,-85.171361,34.224673,4500,NA,"GA",0.2811,"Rome",9971,"Southeast","Urban"
"444","Gupton Jones College of Funeral Service","WWW.GUPTON-JONES.EDU","WWW.GUPTON-JONES.EDU",21,2,2,NA,"Small","Associate Degree",0.4858,0.5142,2,194,NA,NA,-84.179602,33.710441,11858.5,NA,"GA",0.6457,"Decatur",20784,"Southeast","Suburban"
"445","Clark Atlanta University","www.cau.edu","https://cau.studentaidcalculator.com/survey.aspx",11,4,2,0.6833,"Mid-sized","Bachelor Degree",0.2527,0.7473,3,2741,445,435,-84.412818,33.748772,31000,NA,"GA",NA,"Atlanta",37061,"Southeast","Urban"
"446","Atlanta Metropolitan State College","www.atlm.edu","www.atlm.edu/students/Net%20Price%20Calculator/npcalc.htm",11,3,1,0.6863,"Mid-sized","Associate Degree",0.3531,0.6469,2,2852,NA,NA,-84.404659,33.70893,10500,NA,"GA",NA,"Atlanta",9426,"Southeast","Urban"
"447","College of Coastal Georgia","www.ccga.edu","www.ccga.edu/page.cfm?p=836",13,3,1,0.883,"Mid-sized","Associate Degree",0.3139,0.6861,2,2890,470,455,-81.486086,31.182741,12000,NA,"GA",NA,"Brunswick",17353,"Southeast","Urban"
"448","Augusta Technical College","www.augustatech.edu","www.augustatech.edu/application_deadline.html",12,2,1,NA,"Mid-sized","Certificate Degree",0.4004,0.5996,1,4176,NA,NA,-82.048439,33.418992,6968,NA,"GA",0.2933,"Augusta",13979,"Southeast","Urban"
"449","Andrew College","www.andrewcollege.edu","https://npc.collegeboard.org/student/app/andrew?iframe=true",32,2,2,0.3987,"Small","Associate Degree",0.4966,0.5034,2,305,420,410,-84.795021,31.772321,11000,415,"GA",0.2013,"Cuthbert",30471,"Southeast","Suburban"
"450","Brown College of Court Reporting","www.bccr.edu","www.bccr.edu",11,2,3,0.9048,"Small","Certificate Degree",0.0249,0.9751,1,226,NA,NA,-84.389224,33.784536,NA,NA,"GA",0.4545,"Atlanta",30270,"Southeast","Urban"
"451","North Florida Community College","www.nfcc.edu","www.nfcc.edu/getting-started/NetPriceCalculator/npcalc.htm",41,2,1,NA,"Small","Associate Degree",0.2933,0.7067,2,833,NA,NA,-83.421873,30.473871,NA,NA,"FL",0.4416,"Madison",9557,"Southeast","Rural"
"452","Mercer University","www.mercer.edu","financialaid.mercer.edu/calculators/",12,4,2,0.6306,"Mid-sized","Bachelor Degree",0.3543,0.6457,3,4556,580,590,-83.650114,32.831709,25000,NA,"GA",NA,"Macon",48016,"Southeast","Urban"
"453","Piedmont College","www.piedmont.edu","www.piedmont.edu/pc/index.php/netprice-calculator",32,4,2,0.5649,"Small","Bachelor Degree",0.3161,0.6839,3,1284,515,515,-83.543216,34.56663,21488,NA,"GA",NA,"Demorest",32927,"Southeast","Suburban"
"454","Morehouse College","www.morehouse.edu","morehouse.studentaidcalculator.com/survey.aspx",11,3,2,0.6645,"Mid-sized","Bachelor Degree",1,0,3,2163,510,515,-84.415156,33.74793,27000,495,"GA",NA,"Atlanta",47192,"Southeast","Urban"
"455","Truett McConnell University","https://truett.edu","https://truett.edu/net-price-calculator",41,3,2,0.8605,"Small","Bachelor Degree",0.5118,0.4882,3,752,490,475,-83.745972,34.594437,18017.5,478,"GA",NA,"Cleveland",28589,"Southeast","Rural"
"456","Reinhardt University","www.reinhardt.edu","www.reinhardt.edu/financial-aid/undergraduate/calculator.html",41,4,2,0.5305,"Small","Bachelor Degree",0.5248,0.4752,3,1238,475,480,-84.554657,34.318874,NA,NA,"GA",NA,"Waleska",32620,"Southeast","Rural"
"457","Young Harris College","www.yhc.edu","www.yhc.edu/admissions/financial-aid/calculator",43,3,2,0.5036,"Small","Bachelor Degree",0.4641,0.5359,3,1166,495,485,-83.847765,34.93316,24500,480,"GA",NA,"Young Harris",38313,"Southeast","Rural"
"458","Wesleyan College","www.wesleyancollege.edu","www.wesleyancollege.edu/admission/undergraduate/parents/Net_Price_Calculator.cfm",12,4,2,0.5021,"Small","Bachelor Degree",0,1,3,579,513,480,-83.717186,32.874648,25250,NA,"GA",NA,"Macon",31139,"Southeast","Urban"
"459","Wiregrass Georgia Technical College","www.wiregrass.edu","www.wiregrass.edu",23,2,1,NA,"Mid-sized","Certificate Degree",0.3475,0.6525,1,2585,NA,NA,-83.35381,30.889221,3201,NA,"GA",0.3274,"Valdosta",9106,"Southeast","Suburban"
"460","The Creative Circus","www.creativecircus.edu","https://creativecircus.studentaidcalculator.com/survey.aspx",11,1,3,NA,"Small","Certificate Degree",0.4951,0.5049,1,245,NA,NA,-84.361989,33.813156,24203,NA,"GA",0.5,"Atlanta",28415,"Southeast","Urban"
"461","University of Illinois at Urbana-Champaign","www.illinois.edu/","www.osfa.illinois.edu/resources/calculators",13,4,1,0.6334,"Large","Bachelor Degree",0.5537,0.4463,3,32170,615,735,-88.230309,40.108864,20500,625,"IL",NA,"Champaign",29568,"Great Lakes","Urban"
"462","Illinois Central College","icc.edu","https://icc.edu/media/NetPriceCalculator/",21,2,1,NA,"Large","Associate Degree",0.4308,0.5692,2,7401,NA,NA,-89.525411,40.706247,5963.5,NA,"IL",0.2055,"East Peoria",12041,"Great Lakes","Suburban"
"463","John A Logan College","https://www.jalc.edu","www.jalc.edu/net-price-calculator",23,2,1,NA,"Mid-sized","Associate Degree",0.4196,0.5804,2,2650,NA,NA,-89.09021,37.747453,4122,NA,"IL",0.2626,"Carterville",9672,"Great Lakes","Suburban"
"464","ITT Technical Institute-Tarentum","www.itt-tech.edu","www.itt-tech.edu/npc",21,2,3,0.8271,"Small","Associate Degree",0.8482,0.1518,2,140,NA,NA,-79.80101,40.57267,18666,NA,"PA",0.3793,"Tarentum",26511,"Northeast","Suburban"
"465","John C Calhoun State Community College","www.calhoun.edu","https://calhoun.edu/student-resources/financial-aid/net-price-calculator",41,2,1,NA,"Large","Associate Degree",0.4091,0.5909,2,8547,NA,NA,-86.949131,34.65428,6833,NA,"AL",0.1205,"Tanner",9835,"Southeast","Rural"
